"","klasifikasi","score","text"
"1254","Negatif",-5,"hhhuhhu ga u gak c ya u hu uuhhjuhfuhhuuh huh hhuhguhu gue hhd ga hughj hd huuguhhuhcj yg huhuh  h gu hhfgu hd hhhhh hd f yg and hudhuhxhx ruu jy  uuug  h ya g to h  ugd hh hh hhudhg yg a gue uuuhh yg hhuh uu ghuhghuhuuaguzjh uu  uh ya x"
"1255","Netral",0,"mantaf swekali"
"1256","Netral",0,"ok"
"1257","Netral",0,"mudah gunaan aasi"
"1258","Positif",2,"beneran cocok  la   kebanyakan beranganangan   langsung action   ncanaan  demelalui bibit  ing disi  rutin menabung  investasi  aasi  memudahkan   berinvestasi tanibet"
"1259","Netral",0,"good"
"1260","Netral",0," berusaha menabung  bibit"
"1261","Netral",0,"good"
"1262","Netral",0,"modal ribu    beraa"
"1263","Netral",0,"mantamg it "
"1264","Netral",0,"ok"
"1265","Netral",0,"good"
"1266","Positif",1," dakeuntungan yg gmnâ sih karna    trus emang niatnya tabungan  aja"
"1267","Netral",0,"bibit  "
"1268","Netral",0," membantu"
"1269","Netral",0,"okey"
"1270","Netral",0," membantu  la sei "
"1271","Netral",0,"mantaðÿ"
"1272","Netral",0,"aasi yg mantagi la"
"1273","Netral",0,"aasi nabung reksadana  mudah  lancar"
"1274","Positif",1," bagus  berguna   wajib dowlod"
"1275","Positif",1,"bibit andalanku bibit masadeu bibit gaya hidubibit   hati thks bibit ilove you"
"1276","Netral",0,"smoga beruntung  investasi  bibit"
"1277","Negatif",-1," sales ga  gausah  install buangbuang kouta terimakasih"
"1278","Positif",2,"bagus  investor la dgn menginvestasikan uang  membeli reksadana"
"1279","Netral",0,"ok"
"1280","Netral",0,"jos gandos"
"1281","Netral",0,"mantakali"
"1282","Netral",0,"mudah dimi"
"1283","Netral",0,"mantap"
"1284","Netral",0,"good apps"
"1285","Positif",1,"mantaat tabungan"
"1286","Netral",0,"mantul"
"1287","Netral",0,"belajar investasi  la sei   bibit  mudah mudah dijari elasannya nya  detail pokoknya  klo  belajar investasi  bibit aja"
"1288","Netral",0,"mantap"
"1289","Positif",1,"buagus banget lorr"
"1290","Positif",1,"semoga aasi   membantu keuangan  indah ðÿœ"
"1291","Positif",1,"aasi   membantu  la yg  menabung  berinvestasi semoga bermanfaat  semuanyaðÿðÿ"
"1292","Netral",0,"okey sih mudah"
"1293","Netral",0,"niice"
"1294","Netral",0,"gk  dibuka "
"1295","Positif",1,"super"
"1296","Positif",1,"keren  kekinian"
"1297","Netral",0,"mohon transfer uangnya diepat"
"1298","Positif",2,"aasi bagus cedan aman"
"1299","Positif",1,"cocok  investor la"
"1300","Netral",0,"ok klu bt la"
"1301","Netral",0," membantu skli  menabung   dedalam jangka  yg ang"
"1302","Netral",0,"good app"
"1303","Positif",3,"samsaat  aasi bibit  salah  rekomendasi menabung  investasi    aasi  cocok  investasi jangka ang agi  kaum muda its worthit banget"
"1304","Netral",0,"good"
"1305","Positif",1," investasi  aman  mudah dimi"
"1306","Netral",0,"   coba"
"1307","Netral",0,"mantap"
"1308","Netral",0,"ok"
"1309","Positif",2,"semoga  menarik   amanah  bismillah nabung dibibit aman"
"1310","Netral",0,"semtara   kak"
"1311","Netral",0,"buka aya kadang "
"1312","Positif",1,"bagus aasinya"
"1313","Positif",2,"aasi   bagus   la viturnya  mudah  puas banget knya i "
"1314","Netral",0,"good"
"1315","Netral",0,"mantap"
"1316","Positif",1,"asslm  dr aceh  hny srang lung mohon bantuan"
"1317","Netral",0,"good"
"1318","Netral",0,"mantap"
"1319","Positif",1,"bagus  la sei  t namanya investasi saham i  resikomudah mudahan  tuturtofoliotarget  tercabisa cair sesuai hak   oalkan   ya jaga keayaan ik"
"1320","Netral",0,"bibit mantap"
"1321","Positif",1,"bagus"
"1322","Netral",0,"sejatuh cinta   aasi bibit i love u bibit"
"1323","Positif",1,"bagus"
"1324","Positif",1,"bagus"
"1325","Positif",1,"aasi mantab "
"1326","Positif",1,"aasi  bagus  ivestasi"
"1327","Positif",1," bagus "
"1328","Negatif",-3,"mudah dimengerti  orma nya kerennnnn ga ribet ga berat aasinya  o    bibit  knya mantangat bermanfaat thankyou bibit"
"1329","Positif",2,"bagus  aya  nemu    bermanfaat ðÿ top"
"1330","Netral",0,"aasi nya suribet "
"1331","Netral",0,"investasi  bibit  pemula  cocokðÿ"
"1332","Positif",2,"aasi inii bagus banget  laa yangg en belajar nabungg karna elasan nyaa mudah dimii   yanan nyaa ce bangettt sukaak ðÿ"
"1333","Netral",0,"kenaetiarik nya  menunggu  kerja  invest cebanget"
"1334","Positif",1,"terimakasih bibit karna   umurku yg      uang   ku"
"1335","Netral",0,"good"
"1336","Positif",3,"rekomendasi banget  investasi saham terjamin keamanannya"
"1337","Netral",0,"bismillah"
"1338","Netral",0,"pencairannya  bangat sam "
"1339","Negatif",-1,"nilai modal berkurang    kejelasan  bukti dr k bibit kenaisa modalnya berkurang ga direkomendasikan mending nabung emas aja"
"1340","Netral",0,"bibit  mengedukasi  la  memahami  investasi ðÿ"
"1341","Netral",0,"ok"
"1342","Positif",1,"bagus"
"1343","Positif",3," sih oke banget  cocok  investasi agi  la yg  belajar investasi biar  desuksesmasukan kode refferal madesuk    sukses"
"1344","Positif",3,"senang berinvestasi  bibit  menabung   hasilnya aman   han sukses sllu ðÿðÿ"
"1345","Netral",0," investasi  bibit  kode referal sergan  langsung daan   daan kartu anggota return cuan investasi"
"1346","Netral",0,"semenjak kenal bibit jd a habbit menabung"
"1347","Positif",1,"aasi investasi mudah  aman"
"1348","Netral",0,"ok"
"1349","Negatif",-2,"sahamnya jelek jelek gk  bcakimia farma sidomuncul batubara dll"
"1350","Positif",1,"bagus"
"1351","Positif",4,"aplikasinya bagus banget masukin kode chasingstar  dapetin bonus dana"
"1352","Negatif",-1,"parah sih pas  buka aasinya gak  dibukaa h aslii aaah"
"1353","Positif",1,"bagus  inves semoga kedeya   "
"1354","Netral",0,"mantap"
"1355","Positif",1,"ani mengajarkan   mengelola uang   mama   banggaðÿœ"
"1356","Netral",0,"okeee"
"1357","Positif",1,"aasi  bagus"
"1358","Negatif",-2,"  bibit       aasinya  bagus  menabung  berinvestasi  jangka ang   kalangan masyarakat  berharabit tetansisten  dameningkatkan        menjaga keayaan masyarakat    aasi bibit  kedeya    masyarakat   aasi bibit terimakasih bibit"
"1359","Positif",2,"mantab nih  nabung   konsisten"
"1360","Netral",0,"mantah aasi bibit  teman yg ibgin buka saham  cuan  luuga masukin kode cvyecd"
"1361","Netral",0,"knasi bibi   buka"
"1362","Netral",0,"ok"
"1363","Positif",2,"aasinya bagus  membantu    senang menggunaknnnya terimakasih"
"1364","Netral",0,"ðÿðÿ"
"1365","Positif",1,"mantasa bikin kaya"
"1366","Netral",0,"mantap"
"1367","Positif",1," bermanfaat"
"1368","Positif",1,"aasi  keren"
"1369","Netral",0,"  ðÿœ"
"1370","Positif",1,"aisa mengajukan aman  asi "
"1371","Netral",0,"mntap"
"1372","Netral",0,"good"
"1373","Netral",0,"bgus"
"1374","Positif",1,"lumayan"
"1375","Netral",0,"goid"
"1376","Netral",0,"bibitsemoga  n"
"1377","Positif",3," tf dana ualan yg ng  masuk  obligasi yg  sei rdpu  rdps  butuh   dana udah cair  rekening nyesel beli obligasi"
"1378","Positif",1," membantu la  a dana  sei  temmenabung   oke ðÿðÿ"
"1379","Positif",1,"aasi keren"
"1380","Netral",0,"  nabung i bibit    kedepan"
"1381","Netral",0,"oterbaik"
"1382","Netral",0,"ok"
"1383","Netral",0,""
"1384","Negatif",-1,"solusi investasi   ga a   pasar modal"
"1385","Netral",0,"kenaaat buka aasinya loading nya  l"
"1386","Netral",0,"aasi   membantu   la   menabung"
"1387","Netral",0," mudah dimi"
"1388","Netral",0," bagus     ditingkatkan  keamanannya    tetaa ketakutan  kejahatan cyber"
"1389","Positif",1,"oke banget"
"1390","Positif",1," banget nabung  bibit samsejauh  ga  kendala sukses  bibit "
"1391","Positif",3,"aasin bagus banget   la   belajar investasi aman knya"
"1392","Positif",1,"mantab"
"1393","Netral",0," "
"1394","Positif",2," bibit      terima kasih  bibit"
"1395","Netral",0," nanya kalo  to reksadana taewat rekening yg ngga  daftar  sistem  engga  "
"1396","Positif",1,"bagus"
"1397","Netral",0,"aasinya  mudah  mengerti  gam  invest tanibet"
"1398","Netral",0,"h"
"1399","Netral",0,"so far so good"
"1400","Positif",1,"fungsional lumayan  uk rd  "
"1401","Netral",0,"ðÿðÿðÿ"
"1402","Positif",1," manfaat"
"1403","Positif",1,"bagus aya  la  cukudah dimi"
"1404","Positif",1,"aasi nya bagus  la  belajar menabung  berinvestasi elasan  mudah dimiini aagusðÿ"
"1405","Positif",1,"bagus"
"1406","Netral",0,"mantaren"
"1407","Positif",1,"bagus"
"1408","Netral",0,"nabung  gam"
"1409","Netral",0," memuaskan semoga  uktif bibit terimakasih ðÿðÿ"
"1410","Netral",0,"  "
"1411","Netral",0,"aangat bagusss yuk unduh"
"1412","Positif",1,"duitku udah  alhamdulillah"
"1413","Positif",1,"smg tmbh bagus"
"1414","Positif",1,"uang   transfer"
"1415","Positif",1,"aasi bagus  investasi  luake kode refferal cair biar  jos"
"1416","Netral",0,"salah  aasi yany  bagus  belajar investasi"
"1417","Netral",0,"best"
"1418","Positif",3,"alhamdulillah cuan   berkat aasi bibit investasi murah bonus melimÿðÿðÿbiar dachasbacknya masukkan kode refereal  bonusnyaam sias investasi ðÿðÿðÿ"
"1419","Netral",0,"amantak "
"1420","Positif",1,"oke  coba invetasi reksadana semoga aman aja"
"1421","Positif",1," luasukan kode referral zsqac akasi bagus  investasi"
"1422","Netral",0,"aasi bagusgunakan kode raferal bonustaryono"
"1423","Netral",0,"ok"
"1424","Netral",0," ue lan"
"1425","Positif",1,"cocok  yg  belajar invest  la"
"1426","Positif",1,"aasi  sgt bagus  la ðÿðÿ kern"
"1427","Netral",0,"mantap"
"1428","Netral",0,"mudah"
"1429","Positif",1,"cocok bgt  investasi la ðÿ"
"1430","Netral",0,"ðÿðÿðÿðÿ"
"1431","Positif",2,"aya bagus  bermanfaat"
"1432","Positif",1,"bagus"
"1433","Positif",1,"gratis  o"
"1434","Netral",0,"manta"
"1435","Netral",0,"manta"
"1436","Positif",2,"aasi     oke banget gitu    wajib banget sih download aasi iniðÿðÿ"
"1437","Positif",1,"bagus  "
"1438","Positif",1," coba  bibit menabung  investasi   de   terram   keren bibit mantaya ðÿðÿðÿ"
"1439","Positif",3,"senang   bibit   lai  berinvestasi  nyaman    keuntungan   da yuk temen temen   cashback  ketik refferal  yukahgass"
"1440","Negatif",-1,"kenakrg susah dibuka i wifi"
"1441","Netral",0,"rikan sulama"
"1442","Positif",1,"bagus"
"1443","Positif",2,"keren ditingkatkan "
"1444","Positif",1,"keren     la  investasi"
"1445","Positif",1,"bagus  investasi"
"1446","Netral",0,"masukan kode jeyryouta"
"1447","Netral",0,"kode referral  mendoan"
"1448","Positif",3," belajar gunain bibit lumayan  semangat nabung semenjak  bibit tianya uang langsung to  bibit semoga  konsisten nabung "
"1449","Positif",2,"bagus bikin  melek investasi"
"1450","Netral",0,"mantap"
"1451","Netral",0,"mantap"
"1452","Netral",0,"  "
"1453","Netral",0," malu belajar saham  nol"
"1454","Netral",0,"oo  k"
"1455","Positif",1,"platform investasi reksadana terbaik"
"1456","Netral",0,"mantap"
"1457","Netral",0,"lambat  masuk aasi"
"1458","Netral",0,"ðÿ mudah utk investasi  la"
"1459","Netral",0," "
"1460","Netral",0," nabung rutin"
"1461","Positif",2,"semoga    kesehatan  kemudahan aamiin yra"
"1462","Positif",1,"mantak nya bagus"
"1463","Positif",1," aasi investasi  sangkat bagus    menabung walaunominal  maubesar  mudah  mi dll"
"1464","Positif",1," bermanfaat"
"1465","Positif",1,"terbaik knya"
"1466","Netral",0,"mohon  rikan  epat"
"1467","Netral",0,"mantap"
"1468","Positif",1,"aman mudah  kredibel"
"1469","Positif",2,"aasi  memudahkan   berinvestasi penjelasan    ama kali  aasi   mudah dimengerti     memilih  reksadana   "
"1470","Positif",1,"aman teraya memuaskan"
"1471","Positif",3," kasih bintang    beberaitur   bagus  menghilang  investasi langsung"
"1472","Positif",1,"aya cocok  la   investasi"
"1473","Netral",0,"semoga nabung   mengacita w"
"1474","Positif",1,"aasi bagus"
"1475","Negatif",-2," ga tau hya ga tau aya yaa buka alain co bibit  wkwk"
"1476","Netral",0,"mudah dii"
"1477","Positif",1,"keren  mantap"
"1478","Positif",1,"salut  bibit resya ceÿðÿðÿ"
"1479","Netral",0,"sim"
"1480","Positif",1,"bagus mudah dimengerti"
"1481","Positif",1,"terbaik"
"1482","Positif",1,"aasi investasi yg bagus  la  ala  mendaftar jgn luasukkan kode referral bitkece dn duga  utk menabung"
"1483","Positif",3,"bibit bagus banget  investasi la aman  menguntungkan"
"1484","Netral",0,"iya"
"1485","Netral",0,"good "
"1486","Netral",0,"masukin kode referal  rqltf biar dacashback rb ðÿ"
"1487","Netral",0,"ok"
"1488","Positif",1," gokil h sih aa"
"1489","Positif",1,"bintang   la"
"1490","Positif",1,"baguss  bermanfaat"
"1491","Netral",0,"baguss"
"1492","Positif",1,"mantanget  tering aman terimakasih bibit"
"1493","Netral",0,"mantulllll"
"1494","Positif",1,"nyoba investasi  bibitdan  to nya cegiliran narikjual nya lamatolong  ue lgi  rikan cepat"
"1495","Netral",0,"mantap"
"1496","Netral",0,"siip"
"1497","Positif",1,"terbaik"
"1498","Negatif",-1,"yuk  temen yg  berinvestasi dibibitkode reffkaagiboskubiar  dacashback  khusus   ya"
"1499","Netral",0,"mantalum   jam udah dakeuntungan  adahal  saham syariah agi saham  reguler taetending saham syariah uma keuntungan  kalo haram"
"1500","Netral",0,"   investasi jangka ang"
"1501","Netral",0,"good"
"1502","Positif",1," mudah  mbuat uang   "
"1503","Netral",0," memuaskan"
"1504","Netral",0,"suka banget ani  mengecewakan"
"1505","Netral",0,"bibit mantul"
"1506","Netral",0,"teruslah berkembang  sampengguna aasi bibit     menghina nya usaha  hasil hasil  sukses "
"1507","Positif",1,"aasi nya  bagus"
"1508","Netral",0,"aasi yg mantast deh knya mudah bgt  inyaâââ"
"1509","Netral",0,"aa  membantu"
"1510","Positif",2,"aasi nya keren banget auat menabung meskinokinal  taaling ter the besttâï"
"1511","Netral",0,"baguuuusss"
"1512","Positif",2,"investasi aman  nyaman"
"1513","Positif",3,"aasi investasi   bagus  la sei   ribet   sim terima kasih   membantu la  berinvestasi semoga  lbh  lg fitur yg menarik"
"1514","Netral",0," aasi investasii baguss  yg laaðÿðÿðÿ"
"1515","Positif",3,"aasi  bagus banget  la  belajar menabung  berinvestasi cs nya  fast res penjelasan nya lumayan mudah  mi pembayaran  yanan nya mudah  ce"
"1516","Negatif",-1,"barusan  coba beliyang  minimal ributerus  beli  metode gogosudah kengta histori transaksi bibit nggak  transaksimaksudnya gimana ya"
"1517","Positif",2,"bagus bgt aibit iniiinyaman  aman make akasi bibit iniðÿ"
"1518","Positif",1,"aya  bagus"
"1519","Netral",0,"excellent"
"1520","Positif",1,"oke banget dah"
"1521","Netral",0,"referral wulansh daan cashback   elian amamu"
"1522","Positif",1,"bagus"
"1523","Positif",1,"membantu tabungan   "
"1524","Positif",1," belajar investasi  bibit aja muda  teraya"
"1525","Negatif",-2,"aasi tolol withdraw nya lamaaaaaa  yg  donlot mending cari aasi  deh nyesel aasi samini"
"1526","Positif",1," kode referal insvest   aftaran  mendaan bonus  "
"1527","Netral",0,"ðÿªðÿªðÿªðÿª"
"1528","Positif",1,"aasi investasi terbaik"
"1529","Netral",0,"dodol  rok "
"1530","Positif",1,"mode gelak hilang"
"1531","Netral",0,"mantap"
"1532","Negatif",-1,"teminvestasi yg mudah dimengerti  la han reksadana ny   ðÿðÿðÿ  yg  daftar   kode referral  ya alwayscuan ðÿ semoga   always cuan bareng ðÿ"
"1533","Netral",0," "
"1534","Positif",1,"mantab"
"1535","Positif",1," bermanfaat"
"1536","Netral",0,"kehadiran bibit membuatku  semangat  investasi"
"1537","Netral",0,"simdan mudah"
"1538","Netral",0,"ok"
"1539","Netral",0,"user friendly aasi  belajar investasi"
"1540","Netral",0,"alah"
"1541","Netral",0,"temmenabung terbaikðÿâïâïâï"
"1542","Positif",1,"lumayan"
"1543","Netral",0,"mantapp"
"1544","Netral",0,"top"
"1545","Negatif",-2," nambahin rekening  ngak   kestertifikasi wajah gagal  tolong diaiki"
"1546","Netral",0," investasi utk reksadana"
"1547","Netral",0,"rencanakan  deanda  "
"1548","Negatif",-2,"orang serabutan sei   berharadahal  kali inflasi  "
"1549","Positif",4,"aasinya bagus   la   investasi    mendaan uang  r  kode referal kastara proses airan dana  cepat"
"1550","Netral",0," "
"1551","Positif",1," aasinya bagus ðÿ taangat disayangkan es arian   berhari  harga sell   berubah lagiðÿââï  secedalam detâï"
"1552","Netral",0,"ok"
"1553","Positif",1,"gw kesini karna iklan bibit  yt   kreatif"
"1554","Positif",2,"aq r oktarianto ta   bicara jujur  bibit  baguss  aman  bagussðÿðÿðÿðÿðÿðÿž"
"1555","Netral",0,"nice app"
"1556","Netral",0,"niceee"
"1557","Netral",0,"nice app"
"1558","Netral",0,"bibit"
"1559","Positif",1,"terbaik"
"1560","Netral",0,"manta smngt investasi"
"1561","Netral",0,"nice"
"1562","Negatif",-1,"tobung   tua"
"1563","Netral",0," terstruktur  mudah"
"1564","Positif",2,"nabung  gaya  habis  biaya admin  syariah "
"1565","Netral",0," membantu ðÿš"
"1566","Netral",0,"top"
"1567","Positif",1," semoga  yg terbaik"
"1568","Netral",0,"ok"
"1569","Netral",0,"cukugus"
"1570","Netral",0," membantu   investasi  jangka ang mantanget"
"1571","Netral",0,"aasik  konseikit dikit    bukit aamiin ðÿ"
"1572","Positif",1,"kode reff bibit reghere keren suka   aibit     belajar   ttg investasi"
"1573","Netral",0,"    nambah nya"
"1574","Positif",1,"bagus banget aasinyasemoga sei   ya"
"1575","Netral",0,"bgus kk sgt membantu utk belajar nabungmks bibit"
"1576","Netral",0,"   bibit merun aasi ternyaman  teraman  berinvestasi"
"1577","Negatif",-1,"semoga tujuan ku  menikah tercamohon doanya"
"1578","Positif",1," aasi investasi  bagus  la      menabung walaunominalnya  penjelasannya  mudah dimi  detail  csnya fast resðÿðÿðÿ"
"1579","Positif",1," daftar   tau kualitas aasinya   daftar  masukkan kode referral  qfl"
"1580","Netral",0,"good"
"1581","Positif",1,"anvestasi  bagus"
"1582","Positif",1,"aasi bagus  la    investasiðÿðÿ"
"1583","Positif",1,"aasinya keren bangettt sangatta membantuu terimakasih"
"1584","Positif",6," la yg  masuk  dunia investasi cocok banget  bibit   mudah   robo advisornya yg memudahkan  investasi sesuai il resiko masingâ"
"1585","Positif",1,"  kemajuan  ekonomi   deita  berinvestasi  "
"1586","Positif",3,"investasi reksadana yg lumayan baiktaohon develobibit   akses  nasabah    berinvestasi  sr   nasabah bca   luas manfaat nya"
"1587","Negatif",-2,"bank nya  loh kenailihannya   ga  bank  ya tolong  anyak obanknya"
"1588","Netral",0,"  macho"
"1589","Negatif",-1,"aasi mantam makainya biarorang ga ðÿ"
"1590","Netral",0,"memudah berinvestasi"
"1591","Positif",2,"    udah untung receh lumayan"
"1592","Netral",0," memasuki ay    register arsb  turun  turun gtu   video ny mohon diaiki kak"
"1593","Netral",0,"mantaaap"
"1594","Positif",1,"cocok  nabung"
"1595","Netral",0,"  instal langsung uninstall aasinya lemot banget anyaannya banyakloading lamajadi ragu  investasi takutnya dana  disetor  ngak  ditarik bagusan  dahmeragukan"
"1596","Positif",1,"aya bagus    "
"1597","Netral",0,"aasi the best ðÿ"
"1598","Positif",1,"uhuy banget"
"1599","Positif",2,"bagus  solusi  remaja   menyisihkan uang jajannya  investasi"
"1600","Netral",0," membantu"
"1601","Netral",0,"good app"
"1602","Netral",0,"aasi investasi  bagus agi  la proses airannya  cedan cs nya  fast res semoga  berkembang ya"
"1603","Netral",0,"good"
"1604","Netral",0," "
"1605","Negatif",-1,"   ngajuin tolong data   ha bosz mohon maaf ga  lanjuti kurng mererti bahasanya  lg h data  ya"
"1606","Positif",2,"aasi nya bagus banget"
"1607","Positif",2,"bagus   membantu es cesekali"
"1608","Netral",0,"pemula   referral freereward ya  dacashback    daunit reksadana dr cashback tsb  cashback yg didakamu  dlm elian reksadana  elian unit reksadana     ketambahan unit reksadana dr cashback tsb  cek masuk    cek   referral  akun masingâ"
"1609","Positif",1,"bagus ðÿðÿ"
"1610","Netral",0,"otre"
"1611","Positif",2,"  bibit memiliki mode gelaark mode  mendukung sistem navigasi android      elian  mudah   aasi   sekedar  gestur   membatalkan  oelian tamn ofolio butuh diantik   senada  android  mohon dioalkan   android  esor exynos  series"
"1612","Netral",0,""
"1613","Positif",2,"aasinya bagus  kalangan la   menabung   sarana  menyisihkan  uang  berinvestasi"
"1614","Positif",1,"mudah  gunaanya  aasi nya bermanfaat"
"1615","Netral",0,"aasi   membantu   mudah  gunaannya"
"1616","Positif",3,"aasinya bagus   mudah   cocok  menabung  era modern sei "
"1617","Positif",1,"bagus"
"1618","Netral",0," belajar"
"1619","Negatif",-1,"aasinya  membantu  yg belajar nabung ga nyesel download bibit â"
"1620","Positif",1,"bagus"
"1621","Netral",0,""
"1622","Positif",1," dijari  asyik"
"1623","Negatif",-1,"kalo  uenya     beban  hp"
"1624","Netral",0,"mantaur"
"1625","Netral",0," coba"
"1626","Netral",0,"bibit  berguna  temmenabung dana milik "
"1627","Netral",0,"okelah tvest gue    cobaâ aja ðÿ"
"1628","Netral",0," belajar"
"1629","Netral",0,"mantapvb"
"1630","Negatif",-1,"registrasi d sruh selsaikan t bsa d klik ttd gmna si"
"1631","Netral",0,"cakep"
"1632","Positif",1,"aasinya   stabil"
"1633","Positif",1," suka banget i bibit"
"1634","Positif",1,"bagus"
"1635","Netral",0,"mantaroo"
"1636","Netral",0,"sangattt teraya  menguntungkanhanya  airan   langsungbutuh es beberaari  orang awam sei    menungguðÿðÿðÿš"
"1637","Netral",0,"the best "
"1638","Positif",1,"bibit terbaiksudah  keuntungan   daan  bibitsemangat berinovasi  bibit"
"1639","Positif",2," cocok  kaula muda"
"1640","Negatif",-1,"  aiki issue sh screen nya makasih ya"
"1641","Positif",2,"kembalikan tamn dark mode krn  nyaman klo h gini"
"1642","Positif",2,"bikin promo tank    mengikuti  snk taashback  dikirim dikomn jawabannya  maaf taashback  dikirim  mengecewakan mending g  bikin promo   profesional"
"1643","Positif",1,"cocok  nabung"
"1644","Netral",0,"kenaya aasinya susah banget diinstal"
"1645","Positif",1," bintang "
"1646","Positif",1,"makasih gara gara bibit   ketagihan nabung gak ng ng analisis saham  manajer inventasi bibit ng oke âï  tabungan bibit   beli motor"
"1647","Positif",1,"keren"
"1648","Netral",0,"good"
"1649","Positif",2,"pencairan lamagak cocok  taro dana daruratðÿœ"
"1650","Negatif",-1,"aasi jelek"
"1651","Positif",1,"bagus"
"1652","Netral",0,"goyang udah connected ayaran gaku   tetesukin pin"
"1653","Netral",0,"  buka aasi nya    kalo    simcara  nya"
"1654","Positif",3,"nabung ter enak sih  bibit hehe alhamdulillah  aman nabung  bibit"
"1655","Netral",0,"mantappp"
"1656","Netral",0," membantu    menabung"
"1657","Positif",1," haratuk menambah saham as"
"1658","Negatif",-1,"ya oke   narik  seminggu lebihðÿ"
"1659","Netral",0,"good job"
"1660","Netral",0," bagus  investor la semoga   jalan  finansial yg lebik "
"1661","Netral",0,"sarana  infestasi"
"1662","Negatif",-1,"aasi bibit  mudah   pad aasi investasi sejenisnya  suka i bibut  investasi robo      annya  resiko  rendah    bermain trading  menunggu harga crynaik melambung semoga aasi    andalan  orang dimasa "
"1663","Netral",0,"  lancar aja"
"1664","Negatif",-1," kaian     trading lancar  segi grafiknya bagus tp  sl nya kena   ga sia sia  kalo  setting sedikian ruisa  tinggal  close aasinya ga melulu  diau  tungguin setiaat  tonget deh"
"1665","Netral",0,"mantap"
"1666","Netral",0,"mantagus "
"1667","Netral",0,"mantaðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿðÿ"
"1668","Positif",6,"aasi investasi yg  mengantongi izin  ojk gratis biaya transfer  transaksi  gopay  linkaja  u ud bukti transfer  transaksi    rekomendasi reksadana han gratis biaya komisi bebas k investasi   rribu   aasi mudah "
"1669","Positif",1,"terbaik"
"1670","Positif",1,"aasi nya bagus  mudah   jari cuss yuk langsung aja  coba"
"1671","Netral",0,"aang mudah    menguntungkan  "
"1672","Netral",0,"suka"
"1673","Positif",2,"bagus banget"
"1674","Netral",0,""
"1675","Positif",1,"membantu menabungmenyimuang cuman es airan   "
"1676","Positif",1,"bagus "
"1677","Netral",0,"mantalau beberaerlu aikan"
"1678","Positif",3,"tambahkan tamn  fitur gelalam  tambahkan tamn  fitur tosakdana  jam  terimakasih sukses  bibit"
"1679","Negatif",-2,"aasi nya mudah   bagus cuman  berat  lemot kalah  bareksa ng dll yg  ringan mohon diaiki   berat gitu  yg  uk aya gak  beda tbit  berat"
"1680","Positif",1,"gunannya mudah csnya  ramah"
"1681","Positif",1,"   testimoni netizen  bibit terbaik  teraya"
"1682","Netral",0,"ðÿœðÿœ"
"1683","Netral",0," membantu  keuangan"
"1684","Positif",1,"cocok  investasi  nabung"
"1685","Netral",0,"aasi nya mudah  mi"
"1686","Netral",0,"resif  teraya"
"1687","Positif",1,"sesuai saldo hasil nya"
"1688","Positif",1,"ceban  beli reksadana  tabungan tobit"
"1689","Netral",0,"ok"
"1690","Netral",0,"ok"
"1691","Netral",0," nabung  belajar invest thanks bibit"
"1692","Netral",0,"matafff"
"1693","Netral",0,"samsaat  ok  recomended"
"1694","Netral",0,"okee"
"1695","Netral",0,"terimakasih bibit  belajar saham mudah"
"1696","Netral",0," membantu   menabung"
"1697","Netral",0,"amazing"
"1698","Positif",1,"aasi yg bagus utk investasi  la"
"1699","Netral",0,"loadingnya  dibuka"
"1700","Netral",0," recomendedmudah dimiuntuk la"
"1701","Positif",1,"aasi bagus  menabung"
"1702","Negatif",-1,"pencairannya lamaaaaa bangeeeet  nerima duit ce  cari invest  aja "
"1703","Positif",1,"tabungan  "
"1704","Positif",1,"terbaik ðÿðÿðÿ"
"1705","Positif",4,"maaf kak  kasih  bintang   sebenernya udah bagus aasinya    to via e wallet  kom ðÿ "
"1706","Netral",0,"menarik"
"1707","Netral",0,"knya jual saham  cairnya"
"1708","Netral",0," bgus   lambat masuk nya aja  krena koneksi jaringannya "
"1709","Netral",0," rajin nabung semenjak rutin dadeviden"
"1710","Positif",1,"bibit teminvest jangka ang yg cocok utk jar"
"1711","Netral",0,"mudah   la"
"1712","Netral",0,"metode mudah  investasi ðÿ"
"1713","Positif",1,"bagus aasinya  la  luasukin refferalbibitjg    install langsung dasaldo kðÿðÿ"
"1714","Netral",0,"mantabbb  b"
"1715","Positif",1,"aasi nya udah ok   lemot tamn enak  lihat   terang  gelai aasi wajib  kasih nilai  eh   yuk  berteman  memasukkan kode leonolimit "
"1716","Positif",1,"best banget"
"1717","Netral",0,"bgus"
"1718","Netral",0,"q suka aasi bibit"
"1719","Positif",1,"aasinya bagus   aya"
"1720","Netral",0," aja "
"1721","Positif",1,"recommed banget aaðÿ"
"1722","Netral",0,"ok"
"1723","Netral",0,"lso moo  pllhhhc"
"1724","Positif",1,"bagus"
"1725","Netral",0,"ok"
"1726","Netral",0,"goodd"
"1727","Positif",1,"investasi  ng terbaik    "
"1728","Positif",1,"terbaik"
"1729","Netral",0,"mantabb"
"1730","Netral",0,"bibit  kerenðÿ"
"1731","Negatif",-1,"cobak  ya"
"1732","Netral",0,"busuk airan nya  banget"
"1733","Netral",0,"aa  membantu "
